story_id	panel	name	problem	hero	layout	interaction	density	reuse
ST-17	stage	stage-path-sculpt / Path Sculpt	ベジェ形状の輪郭をInspectorへ往復しながら作ると、heroのシルエットを失う。	ペンの軌跡そのものを主役の形として試し、文字や点群の背後に固有の輪郭を置く。	pathの頂点を小さな点、選択頂点を明るいring、control handleを細線で描く。完成したfillは薄く、輪郭を優先する。	頂点drag、control handle drag、path close。releaseで確定、Escapeでキャンセル。shape toolのSelect中は他のoverlayへイベントを渡す。	balanced。12頂点以内、1000×600以上。全頂点を常時ラベル付けしない。	PathEditOverlay、camera-to-screen変換、既存の確定messageへ委託する。自前は選択頂点のfocus表現だけ。path geometryやDocument write口を二重化しない。
ST-18	stage	stage-mask-reveal / Mask Reveal	matteの境界が素材の色に埋もれ、何が隠れ何が見えるか判定できない。	文字や点群を切り抜く境界を意図として調整し、出現・消失の演出を作る。	checkerboardを背景にし、mask pathを高コントラスト、reveal結果を通常の明るさ、外側を少し暗くする。maskの用途を一枚の小さなstatus labelで示す。	mask pathの頂点をdrag、checkerboardをstate bandからtoggle、channel表示でAlphaへ切り替える。	balanced。複雑度20頂点以内、900×600以上。alphaの境界が一目で読めること。	MaskPathEditOverlay、checkerboard、ChannelDisplay、既存mask propertyへ委託する。自前は外側dimとlabelだけ。matte合成やalpha計算をStageで実装しない。
ST-19	stage	stage-shape-first-spark / Shape First Spark	空のStageで最初の結果までが遠く、作る気持ちが立ち上がらない。	rectangle、ellipse、penの一筆から、すぐに動かせるheroの種を作る。	空のcanvas中央に一つの薄いseed preview、上縁またはcanvas端にShape / Ellipse / Penの三つだけを置く。既存素材一覧は出さない。	toolを選んでdrag、Penは点を置いてclose。Enterで確定、Escapeで一時形状を破棄。生成後はseed案内が消える。	sparse。空projectまたは背景1枚＋新shape1。800×500から成立。	ShapeTool、ShapeToolOverlay、既存create intentへ委託する。自前はempty状態のseed previewと一行のentry hintだけ。Stage専用のshape modelは作らない。
ST-20	stage	stage-object-focus / Object Focus	多層のheroを調整すると、選択対象の輪郭と背景の情報量が競合する。	一つの主役を深く磨き、周辺のlayerを文脈として残したまま視線を整理する。	active objectは通常彩度、周辺layerは明度を一段落とし、activeのbboxとanchorだけを表示する。画面上部にFocus: layer nameを短く出す。	click、marquee、Inspectorから選択。空クリックで通常表示へ戻る。Focus表示はselectionから導出し、別モードとして保持しない。	balanced-to-dense。主役1、周辺15まで。1200×700以上。	Session selection、GizmoOverlay、compositorの既存frameへ委託する。自前は周辺dimの表示変換だけ。Stageにfocus selectionの第二正本を作らない。
ST-21	stage	stage-channel-truth / Channel Truth	alphaやRGBの破綻が完成画の色に隠れ、heroの素材感を誤って判断する。	透明の縁、色の欠落、マスクの効き方を一瞬で確認して、表現の試行を安全に続ける。	canvas全体を診断画像にし、下縁にRGB / Alpha / R / G / Bの短い選択列を置く。Alpha時だけcheckerboardを背面にする。	ChannelDisplayを直接選び、RGBへ戻る。診断状態はDocumentへ保存しない。	sparse。単一の半透明文字＋点群。800×500以上、グレースケールの差が読めること。	apply_channel_display、ChannelDisplay、checkerboard、viewer barへ委託する。自前はfixtureのRGBA入力だけ。別のrender pathや色補正を作らない。
ST-22	stage	stage-resolution-budget / Resolution Budget	previewが粗いとき、作品の問題と表示負荷の問題を取り違えて制作を止める。	画質を意図的に落としても、heroの構図とタイミングを先に試せる。	canvasを崩さず、下縁にAuto / ½ / ¼と実効倍率を小さく表示する。粗さの説明はcanvas外の一行だけにする。	viewer barのquality menuで既知の値へ直接移動し、state bandのcycleでも辿れる。Export品質は変えない。	balanced。点群＋ぼかし背景のような負荷差が出るfixture。1000×600以上。	PreviewResolutionCap、effective_preview_scale、resolution_quality_viewへ委託する。自前は「preview budget」の短い状態文だけ。別の品質設定正本を作らない。
ST-23	stage	stage-playback-pulse / Playback Pulse	再生中に映像・playhead・音の同期が分からず、heroの勢いを評価できない。	画面の変化を音の拍と一つの動きとして感じ、最初のMV的な気持ちよさを判断する。	canvasを全面にし、再生中だけ下縁に細いpulse line、現在frame、audio lockの状態を表示する。Timelineの目盛りはStageへ持ち込まない。	SpaceとTimelineのplayheadを主入口にし、Stageは同じSessionを読む。pause状態ではpulseを消し、現在frameだけ残す。	sparse。3秒の音＋文字のscale変化＋背景1枚。1200×675以上。	Session playhead、Engine::render_frame、Timeline transport、AudioProgramへ委託する。自前は再生中のpulse overlayだけ。Stageに第二のclockを置かない。
ST-24	stage	stage-scrub-trace / Scrub Trace	scrub中のフレーム更新が一瞬途切れると、render失敗や操作ミスに見える。	動きの前後関係を短い試行で読み、どの瞬間がheroになるかを見つける。	現在frameを最も明るく、直前のframeの輪郭を薄いghost、次frameの輪郭をさらに薄く表示する。常時表示せずscrub中だけ出す。	Timelineのplayhead dragから入る。Stage自身は時刻を変更せず、Escで通常表示へ戻る。	balanced。1秒に3つの文字位置が変わるfixture。1000×600以上、ghostは輪郭だけ。	Session/playheadと同じrender_frameへ委託する。自前は一時的なonion outlineで、保存・exportに通さない。履歴や第二時刻を作らない。
ST-25	stage	stage-beat-impact / Beat Impact	音楽の拍と映像の変化が別々に見え、MVの起点を失う。	一拍ごとの文字の出現、点群の密度変化、camera rollの意図を視覚的に試す。	canvas中央のheroを保ち、beat時だけ中心から短いradial pulseを出す。beat番号は小さく、Timelineのmarker列は表示しない。	playbackとscrubでbeat pulseを観測する。markerの作成・編集はTimelineへ返し、Stageは結果を読むだけ。	balanced。8拍、文字3レイヤー、点群1。1200×675以上、pulseは数フレームで消える。	Timeline marker、audio clock、Engine renderへ委託する。beat検出そのものは未確定の外部入力として扱い、自前は表示pulseだけに限定する。
ST-26	stage	stage-empty-first-spark / Empty First Spark	空projectを開いたとき、Stageが壊れているのか何をすればよいのか分からない。	最初のdropかshape作成へ数秒で到達し、空白を制作開始の余白へ変える。	comp frameを保った静かなcanvas中央に「Drop media」または「Create shape」の二つの入口だけを置く。Camera/User Viewや不要な設定は残す。	Browserからdrop、ShapeToolからshape作成。最初のlayerが立った瞬間にempty copyは消える。	sparse。0 layer、comp情報1行、entry 2個。800×500から成立。	Documentのempty判定、Browser drag、ShapeTool、Composition frameへ委託する。自前はempty illustrationと文言だけ。空状態専用のDocument stateは作らない。
ST-27	stage	stage-empty-composition-ready / Composition Ready	空のStageでcomp設定が無いように見え、作品の置き場所を想像できない。	まず画角と余白を理解してから、文字や点群を主役として置ける。	暗いcanvasの中央に空のcomp rectangle、右下に「1920×1080 · 0 layers」、枠内に小さなfocus crossを置く。CTAは枠の外に出さない。	Cameraで枠を見る、Browser dropまたはCreate shapeで最初の内容を入れる。Fitはview操作として扱う。	sparse。0 layerの構図確認に特化。900×560以上、余白を主役にする。	CompSpec、letterbox、empty Document、既存create入口へ委託する。自前はcomp metadataとfocus crossだけ。新しいsetup wizardをStageに埋め込まない。
ST-28	stage	stage-render-recovery / Render Recovery	render errorで画面が空になると、直前までのheroも原因も同時に失われる。	エラーの瞬間にも作品の状態を見失わず、修正して再び試す意欲を保つ。	last valid frameまたはcheckerboardをcanvasに残し、隅に理由を一枚のstatus cardとして重ねる。cardは作品を覆わず、原因文を主、操作は一つに絞る。	エラー文を読み、可能ならReturn to Cameraまたは表示を閉じて同じframeへ戻る。Stageからrender設定を増やさない。	sparse。hero一枚＋error card一枚。1000×600以上、赤い警告面で作品を塗りつぶさない。	observation_preview_sourceの理由付きErr、Shell status、既存のsafe fallbackへ委託する。自前はerror cardの配置だけ。engineのretryやerror分類をStageで再実装しない。
ST-29	stage	stage-input-rejection / Rejection With Context	読み込めない素材や観測視点の失敗が、ただの空Stageや無反応に見える。	失敗の理由を理解して別素材・別視点へすぐ切り替え、制作ループから離脱しない。	直前の有効な絵を保持し、下縁state bandの直上に短い理由帯を置く。ファイル名や視点名を理由の冒頭に残し、modalでcanvasを塞がない。	reason bandをクリックして詳細statusへ移る。再試行や素材交換の実体はBrowser・Shellの既存入口へ返す。	balanced。通常frame、理由帯、現在viewの3要素。900×560以上。	Shell status、Browser rejection、observationのErr伝播へ委託する。自前はStage内での表示位置と一行要約だけ。Importやdecodeの責任をStageへ移さない。
ST-30	stage	stage-hero-focus-lab / Hero Focus Lab	パネルを便利機能で埋めるほど、最初に見たい「作品が立ち上がる瞬間」が遠くなる。	文字、点群、奥行き、音同期を一枚の大きなcanvasで試し、作った結果が次の制作を誘う状態を作る。	canvasを約85%にし、中央にhero fixture、上縁はCamera/User View、下縁はresolution・channel・checkerboardの状態帯だけ。gizmoやsheetは選択時に現れるcontextual overlayとする。	dropまたはCreate shapeでseedを入れ、gizmoで主役を動かし、User Viewで奥行きを観測し、Spaceでpulseを確認する。各操作は既存のpane・Session・Documentへ戻る。	balanced。text 1、point/depth cluster 1、背景1、beat 4拍。1440×900の大きなIcebook storyを基準にする。	Camera/User View、gizmo、sheets、channel display、resolution state、render_frame、playheadへ全面的に委託する。自前はhero fixtureの初期Documentとstoryの見せ順だけ。第二runtime、第二評価経路、常設NLE chromeは作らない。
T01	timeline	一本の背骨 / Single Spine	再生・現在時刻・編集面の入口が散らばり、Timeline を開いても次に何をすべきか分からない問題を解く。	作品を置いた直後に再生し、Stage の結果を見て次の編集へ入るための基準パネル。hero の良し悪しを最短で判断する。	上端全幅に先頭・step・play/pause・step・末尾・loop・timecode。直下に loop 帯、locator 帯、目盛、playhead。中央は左レーンバー＋右クリップ面、下端はナビゲータ。transport はクリップ面より一段明るく、playhead と timecode だけ accent にする。	Space は既存の再生、transport は同じ意味 action、timecode は確定時だけ playhead を移動、ルーラ押下維持で scrub、`M` で locator、ドラッグ中の `Esc` は復元。	標準密度。8〜12レーン、0.25〜30秒の制作範囲を一画面に置き、狭くなったら行領域だけ縦スクロールする。	`transport_spec`、`ruler`、`work_area`、`rail`、`canvas` の既存責務をそのまま再利用。スクラッチは story 用の配置と token 差分だけにし、新しい再生状態や時間モデルは作らない。
T02	timeline	時刻ビーコン / Timecode Beacon	フレーム単位でどこにいるか、次のキーやマーカーまで何フレームかを読めず、編集の確定に自信が持てない問題を解く。	文字・ロゴ・点群の出現フレームを正確に決めるためのパネル。hero の「一瞬」を作る。	上端中央に大きい frame/timecode、左右に前後の意味点を小さく表示。transport は左、loop は右。ルーラには現在フレームから次の key / locator / loop 端までの短い縦 tick を置き、下のトラックはやや暗くする。	timecode をクリックして frame input、Enter で確定、Esc で下書きを破棄。前後キー移動は `JumpToPrevious/NextMeaningPoint`、矢印は playhead だけを1フレーム動かす。J/K/L は候補入口として表示せず、既存 keymap の候補に留める。	1〜5秒の近接編集向け。timecode の高さを優先し、行は18〜22px、1画面のレーン数は6〜10。	`transport` の frame draft、`nav::nearest_meaning_point`、`ruler` の tick 投影を再利用。大きな数字と次点表示だけを新規の見た目として作り、別の playhead owner は持たない。
T03	timeline	スクラブ・リボン / Scrub Ribbon	ルーラを掴んでも動いている感覚が弱く、狙った瞬間を探すだけで制作が止まる問題を解く。	音の落ち・カットの頭・文字の出現点を手触りで探すための creation 面。再生より「触って見つける」ことを主役にする。	パネル高の上半分を大きなルーラ／scrub 面にし、playhead を太い縦線と現在時刻ラベルで表示。transport は左上に小さく固定し、トラックは下半分に集約。クリップ面はスクラブ面と同じ時刻軸を共有する。	ルーラ押下維持で scrub、掴んだ瞬間に再生停止、フレーム丸め。Cmd+wheel はカーソル下時刻を保持した zoom、Shift+wheel は横パン。ダブルクリックは使わない。	0.5〜8秒を大きく見せる近接モード。トラックは4〜8行、スクラブ帯は通常の2倍高。	`ruler`、`frame_at_x`、`viewport_canvas`、既存の `input` の drag-to-scrub を再利用。太い playhead、現在時刻のミニラベル、面の余白だけがスクラッチで、scrub の意味は発明しない。
T04	timeline	ビート・パルス Transport / Beat Pulse Transport	音に合わせたいのに、再生ボタンと波形だけでは拍の基準が見えず、hero の勢いを判断できない問題を解く。	音楽同期のある motivational video で、落ち・アクセント・反復を視覚的に揃えるためのパネル。	transport の下に細い waveform／peak ribbon、その下に locator と拍の縦線。通常トラックはさらに下。再生中だけ現在 beat の pulse が薄く光り、playhead は常に最上層に出る。	Space 再生、`M` で現在 playhead に locator、locator クリックでジャンプ。beat metadata がある場合は snap 候補にするが、無い場合は locator と clip/key の既存 snap へ戻す。	2〜16秒の音楽フレーズ向け。波形 ribbon は12〜20px、beat tick は細く、レーンは標準18〜24px。	`waveform_view`、`markers`、`transport`、`ruler` を再利用。新しい beat 検出器や PCM 生成は作らず、上流から得た peak／beat があれば投影し、無ければ既存 locator を使う。
T05	timeline	トラック台帳 / Track Ledger	クリップが増えると、どのレイヤーが何を担当しているか、lock・mute・solo・親子関係が読めなくなる問題を解く。	hero を構成する素材の役割を整理し、背景・主役・文字・音を同時に見渡すための arrangement 面。	左36%をレーンバーに確保し、swatch・名前・depth・M/S/L・fold を恒久列にする。右64%は名前を描かないクリップ面。選択行だけ accent、非選択行は zebra を静かにする。	行クリック、Cmd トグル、Shift 範囲、fold、行間への並べ替え、Enter の inline rename。lock 中の書き込みは理由つき拒否。クリップ上の名前は入口にしない。	24px 行高を基準に20〜40レーン。レーンバー幅は狭めず、溢れた時間方向だけを横 scroll する。	`rail`、`projection::tree`、`rows`、`lane_bar` の現在の行責務を再利用。台帳の見出し装飾と depth guide だけを作り、独自の layer tree や選択状態を持たない。
T06	timeline	クリップ・リズム盤 / Clip Rhythm Board	bar の長さ・空白・重なりが弱く見え、時間のリズムを素材名の探索でしか判断できない問題を解く。	「素材を並べた」から「時間にリズムを置いた」へ視線を移し、hero のカットテンポを作るための面。	クリップ面を広く取り、時間方向の明暗帯と行方向の zebra を薄く敷く。bar は角丸と長さで主役にし、名前は左レーンバーにだけ置く。playhead と選択 bar の境界は他より明るくする。	bar 本体は move、端8pxは trim、Alt+drag は複製、Cmd は一時 snap 無効、release で1回確定、Esc で元へ戻る。ドラッグ中は preview のみを動かす。	0.25〜10秒の短尺 hero 向け。bar の最小幅が24px未満になる zoom では端 trim を出さず、本体移動だけにする。	`canvas`、`hit`、`clip_gesture`、`projection::geometry` を再利用。明暗 rhythm と選択の ink だけを token で調整し、ripple／roll 等の独自編集は作らない。
T07	timeline	フォーカス・レーン / Focus Lane	keyframe が全レイヤーの下に埋もれ、どの property が動いているか見えない問題を解く。	選択した主役レイヤーの position・opacity・scale などを時間で育てる、M19 の中心面。	選択 layer の直下に key を持つ property 行だけを展開し、他の layer は通常行のままにする。property 名はレーンバー側、菱形と時間はクリップ面側。選択 row の左端に細い focus rail を置く。	layer を選択すると自動で展開。◇で params を開閉、key クリックは単独、Cmd はトグル、Shift は範囲、Delete は key を優先。キー端の Cmd+drag は選択群の比例 retime。	1 layer・4〜12 property 行・1〜30秒。property が多い場合はその帯だけ縦 scroll し、全レイヤーを同時展開しない。	`property_rows`、`key_rows`、`key_gesture`、`projection::properties` の既存設計をそのまま再利用。focus rail と story の property 名配色だけをスクラッチにする。
T08	timeline	グループ・ツリー / Group Tree Stage	親子・precomp 相当のまとまりを開閉すると、自分がどの階層を編集しているか見失う問題を解く。	hero の背景・主役・補助要素をグループ単位で整え、複雑な構成でも意図を保つための arrangement 面。	左のレーンバーを tree として強調し、depth ごとに薄い guide。右の時間面は全階層で同じ x 軸。上部に「root / group / selected layer」の breadcrumb を置くが、時刻面は増やさない。	▸▾ で fold、子孫への drop は禁止カーソル、行間へ drag して並べ替え。Group 選択は親が揃わない場合に理由つき拒否。property 行は focus layer の直下だけ。	depth 0〜4、15〜30行。レーンバーの横幅を固定し、深い階層でもクリップ面の可視時間を削らない。	`projection::tree::rows`、`rail`、`layer_row_at_y` を再利用。breadcrumb と depth guide は表示専用で、別の木・parent state・並び順ルールは作らない。
T09	timeline	Timing Truth / 時間の真実	0秒・composition終端・source終端・clip start/end の関係が曖昧で、trim 後に何が残るか判断できない問題を解く。	hero の登場・退場を安全に決めるための、M4/M5 を視覚化した timing 面。	ルーラの0とcomp終端を太い pin にし、clip の start/end に細い vertical guides。選択 bar の両端だけ frame label を表示し、source outside は背景色のまま描かない。	端8pxの trim と本体 move を明確にカーソルで予告。snap 対象は0・終端・playhead・loop端・他 clip/key。trim では key 時刻を動かさず、move では key を追従させる。	0〜comp全体の境界が常に読める fit 寄り。最大でも12行、境界 pin と time label に余白を与える。	`frame_to_x`、`bar_span_x`、`classify_bar_part`、`LayerTiming` の既存意味を再利用。境界 guide とラベルだけを追加し、trim family や別の尺計算は作らない。
T10	timeline	Work Area Loop Deck / 作業範囲デッキ	ループ区間が一時的な選択に見え、反復再生や範囲書き出しの対象を失う問題を解く。	4小節のモーション、音の落ち、短い title animation を繰り返し磨くための creation deck。	最上段を厚い loop band にし、locator band をその下、目盛と playhead をさらに下に置く。transport の loop button は帯の状態を反映するだけで、帯が唯一の区間面になる。	空白から左右どちらへ引いても loop を作る。端8pxは resize、中は平行移動、L は on/off。再生中の M tap は止めずに locator を置く。drag 中は端を追い越して区間を畳まない。	1フレーム〜20秒。loop band 24〜32px、クリップ行は18〜22px。短い範囲を作る時だけ帯を自動的に目立たせる。	`work_area`、`ruler`、`transport`、`input` の既存 hit/preview を再利用。帯の色と loop endpoint label だけを作り、Document 外の別 loop state は導入しない。
T11	timeline	Trim Surgery / トリム手術台	bar の端を掴んだのか本体を動かしたのかが分からず、意図と違う編集を確定する問題を解く。	主役素材の入り・抜けを1フレームずつ整えるための close-up editing 面。	選択 clip を中央で大きく表示し、左右の trim edge に frame label と ResizeHorizontal cursor の見本を出す。元位置の ghost を薄く残し、他の行は背景へ退避する。	端8pxは trim、中央は move、掴んだ瞬間の座標を基準に絶対値で preview。release で1 undo、Esc で ghost 位置へ戻る。後続 clip は ripple せずその場に残る。	1〜2 clip、0.5〜6秒。bar の幅を最低24px以上に保ち、細すぎる時は fit を優先して誤操作を防ぐ。	`clip_gesture`、`hit`、`projection::preview`、`TRIM_EDGE` を再利用。ghost と edge label だけがスクラッチで、編集意味や transient の保存先は増やさない。
T12	timeline	Keyframe Constellation / キーフレーム星座	小さな菱形が bar の装飾に見え、key の存在・選択・時刻が読めない問題を解く。	主役の動きの節を星座のように配置し、静止画の並べ替えではなく時間変化を作るためのM19面。	選択 layer の property 行を縦に並べ、菱形をクリップ面の最前面へ出す。未選択 bar は低彩度、selected key は塗り、未選択 key は輪郭。playhead が通る key は一段強調する。	クリック単独、Cmd トグル、Shift 範囲、Delete、キー時刻 drag。複数キー移動は方向順に書き、0〜終端へ clamp。key の当たりは描画より大きい12×12px。	1 property 4〜24 key、0.5〜20秒。菱形の描画は8×8pxでも hit は12×12pxを維持する。	`key_rows`、`key_gesture`、`keys2`、`key_order` を再利用。形・選択 ink・focus の見た目だけを調整し、keyframe storage や property traversal を複製しない。
T13	timeline	Keyframe Loupe / キーフレーム・ルーペ	key が密集した時に12×12pxの hit を見つけられず、別の key を動かす問題を解く。	細かい表情・scale pulse・文字の easing point を拡大して調整する精密 creation 面。	通常 Timeline の右下またはポインタ近くに、時刻軸を共有した拡大 loupe を表示。loupe 内だけ key・frame label・snap guide を大きくし、元の面は context として残す。	pointer hover または選択 key で loupe。loupe 内の drag は元の selector へ戻り、edge pan も共通化する。外側をクリックしても別の意味を発火させない。	本体は0.25〜30秒、loupe は周辺±6〜12フレームを3〜4倍。多数 key の時だけ出し、空の時は表示しない。	`projection::geometry`、`key_rows`、`hit`、`EDGE_PAN` を再利用。拡大 overlay はスクラッチだが、別座標系を永続化せず frame↔x の既存逆写像を使う。
T14	timeline	Retime Bracket / リタイム・ブラケット	複数 key の比例伸縮が、どの範囲に効いているか分からず、意図しない動きになる問題を解く。	モーションの間を伸ばす・詰めることで、hero の呼吸や溜めを作るための専用面。	選択 key の最初と最後を bracket で囲み、両端に retime handle。範囲内の key は明るく、外側の key と他 property は薄くする。中央に倍率と元/新しいフレームを表示する。	まず通常のクリック/Cmd/Shift でキー群を選択し、範囲端を Cmd+drag。プレビューは全選択 key に比例適用、0長 clamp、反転不可。release は1 undo、Esc は選択前の時刻へ戻す。	1〜3 property、選択範囲をパネルの50〜70%に拡大。外側の時間は圧縮しても、0と終端の境界は残す。	`key_gesture::retime`、`key_order`、`projection::properties` と正典の `RetimeSelection` を再利用。bracket、倍率表示だけを新規描画し、独自の retime semantics は作らない。
T15	timeline	Property Matrix / プロパティ行列	同じ layer の position・opacity・scale の key を横断比較できず、動きの因果が読みづらい問題を解く。	hero の複数の変化を同じ時刻軸に揃え、文字の移動とopacityの立ち上がりを一緒に設計するための面。	左に property 名、右に共通 ruler を持つ行列。各行の playhead と time band は一致し、選択行だけ高彩度。キーがある property だけを既定表示し、全行表示は明示 action にする。	行クリックで focus property、Cmd で複数 key 選択、Shift で時間範囲、右クリックで easing。property 行を跨ぐ選択でも selector は layer/property/frame の3点を失わない。	4〜12 property、横方向は0.5〜30秒。property 名列は固定、時間面だけを横 scroll。行高は18〜22px。	`property_rows`、`key_order`、`rail`、`keys2` を再利用。行列の罫線と選択表現だけを作り、property を新しい集約モデルへ移さない。
T16	timeline	Graph Underlay / 下段グラフ	key の位置は置けても、Ease in/out や Bezier の変化量を時間面だけで判断できない問題を解く。	主役の加速・減速・overshoot のニュアンスを、通常の編集と同じ playhead で磨くためのM19/P2面。	上65%を通常 Timeline、下35%を Graph Editor。両方に同じ x 軸と1本の playhead を通し、選択 property の curve だけを明るくする。graph の数値欄は右端に小さく置く。	key または property 行から graph を開く。curve handle drag、Hold/Linear/Ease preset、scrub は上下を同時更新。下段を閉じても key 編集の意味は変わらない。	2〜6 property、上は標準密度、下は1曲線を読み取れる高さを確保。小窓では graph を折り畳み、偽の操作入口を残さない。	`graph_editor`、`keys2`、`transport`、`ruler` の既存 projection と曲線値を再利用。上下 split の layout と同期線だけをスクラッチにし、曲線評価を別実装しない。
T17	timeline	Graph Focus Sheet / グラフ集中シート	下段グラフでは制御点が小さく、複雑な easing を読めない問題を解く。	hero の動きの質感を一曲線ずつ彫るための集中編集。タイムラインは入口と文脈に退く。	パネルの70%をGraph Editor、左20%を選択 layer/property のリスト、上10%を mini ruler と transport にする。curve のゼロ・1・playheadを強い guide で示す。	property 行の graph icon、または選択 key の context action から入る。Bezier handle drag、preset、frame input、Esc cancel。property の切替はリストクリックだけで、曲線面の空白クリックは選択解除にする。	1 propertyずつ、制御点を24〜32pxの visual hit に拡大。長い時間軸でも曲線の精度を優先し、通常の多数レーンは表示しない。	`graph_editor` の projection/evaluation、`transport`、`ruler` を再利用。集中シートの枠と property list だけを作り、Bezier計算や新しい key owner は持たない。
T18	timeline	Easing Palette / イージング・パレット	easing を毎回数値で作る必要があり、確立した動きの語彙へ入れない問題を解く。	文字の登場、ロゴの停止、音のアクセントなど、motivation video に必要な速度感を素早く試すための creation 面。	選択 key の直下に Linear / Hold / Ease In / Ease Out / Ease In-Out の preset chips。各 chip に小さな curve thumbnail を置き、右端に「Graph を開く」を一つだけ置く。	key 選択後に palette を開き、選択範囲へ一括適用。適用前に曲線の薄い preview、クリックで1 undo。graph は高度編集への一方向の入口にし、palette 自体で新しい曲線を発明しない。	1〜12 key、chip は32px以上の hit。通常の行高を崩さず、palette は選択行の下に一段だけ出す。	`EASY_EASE` 群、`keys2` の interpolation action、`graph_editor` を再利用。chip と thumbnail だけをスクラッチにし、既存の preset/curve 値を二重管理しない。
T19	timeline	Curve Stack / カーブ・スタック	position・scale・opacity の曲線が同時に動くと、どれがheroの印象を作っているか比較できない問題を解く。	主役の動きと透明度、スケールの同期を比較し、過剰な演出を減らしながら意図的なピークを作るための面。	共通 ruler の下に property ごとの mini curve を縦積み。選択 curve は大きく、他は薄く表示し、同じ playhead を全段に通す。左には property 名と solo/focus の表示だけを置く。	property 行または graph focus から開く。curve の選択、key range、solo、playhead scrub を共有。複数 curve を同時編集する入口は置かず、focus を1本ずつ切り替える。	4〜8曲線、各36〜54px。長い曲線を正確に見るより、複数のピークの位相差を比較するスケールにする。	各曲線は既存 `graph_editor` と `property_rows` を再利用。スタックへの配置と比較用の薄い合成 ink だけをスクラッチにし、曲線を新しいデータへ焼き込まない。
T20	timeline	Marker Storyboard / マーカー絵コンテ	「ここで落とす」「ここで文字を出す」という制作意図が時間上に残らず、再生のたびに探し直す問題を解く。	hero の beat、台詞、視線の切り替えを locator にして、時間構成を先に作るための planning 面。	ルーラ下にmarker帯を十分な高さで置き、色・短い名前・小さな icon を表示。clip/key はその下で、marker の縦線だけが全時間面へ通る。playhead が marker に近い時は名前を表示する。	`M` tap は即追加、同一 frame は畳む。marker drag は時刻移動、クリックはジャンプ、右クリックは削除、メニュー追加だけ rename mode に入る。再生中も追加できる。	5〜30 marker、0.5〜60秒。名前は短縮表示し、重なった場合は marker rail の高さを増やすのではなく数をまとめて表示する。	`markers`、`ruler`、`nav` の既存動詞と frame geometry を再利用。色タグと名前の ink だけを作り、marker を別の timing owner にしない。
T21	timeline	Chapter Rail / チャプター・レール	長い hero video で intro・build・drop・outro の位置関係を失い、局所編集だけになる問題を解く。	motivational video 全体の起伏を俯瞰し、各章の長さと間を整えるための macro creation 面。	上端に広い chapter rail。marker の集合を章ラベルとして横長の淡い blocks で表し、下に通常のルーラとトラックを置く。章は時刻の説明であって新しい clip ではない。	marker の複数選択から「章として表示」を選ぶ草案。章クリックでその範囲へ jump、loop、Fit。名前変更は marker rename の既存入口に戻す。未接続の chapter action は disabled にせず story では候補として明示する。	30秒〜10分、通常トラックは圧縮、chapter rail は24px以上。局所編集へ戻ると T03/T12 相当の近接表示に切り替える。	`markers`、`work_area`、`nav`、`projection` を再利用。章の見た目は marker の派生表示としてスクラッチし、永続的な章モデルや新しい時間計算は作らない。
T22	timeline	Waveform Anchor / 波形アンカー	音声レイヤーが普通のbarに見え、playhead と音の立ち上がりがずれているか判断できない問題を解く。	beat drop、息継ぎ、効果音の頭に映像・文字を合わせるための M8 の中心面。	video rows の下に audio row を固定し、中央に waveform。playhead は video/audio を貫き、waveform の peak だけを弱い accent、locator と現在 peak を強い accent にする。mute/solo はレーンバーに置く。	Space で音と映像を同時再生、scrub で Stage と波形 cursor が同時追従。audio row のクリックは時刻 jump、M は現在時刻へ marker。decode 失敗時もrowと最後の正常状態を残す。	2〜30秒、audio row 42〜64px、video row は18〜24px。波形の細部より playhead と大 peak の読みやすさを優先する。	`audio_rows`、`waveform_view`、`transport`、`ruler` を再利用。新しい PCM 生成や audio clock は作らず、既存の上流 waveform と将来のPlaybackClockを同じ playhead へ投影する。
T23	timeline	Beat Grid Canvas / ビート・グリッド	waveform の山だけでは細かい拍の間隔を揃えにくく、映像の動きが音楽からずれる問題を解く。	反復する pulse、点群の跳ね、文字の一拍表示を作るための音楽同期専用の close-up。	audio waveform の背後に拍ごとの細い grid、bar ごとに一段濃い guide、locator は太い diamond。video clip/key は同じ x 軸で上に重ね、beat grid は装飾ではなく snap の候補を示す視覚にする。	Cmd+wheel の anchored zoom、beat/locator への snap、M tap、playback。beat metadata が無い story では grid を locator から仮生成し、未実装の自動解析ボタンは置かない。	1〜8秒、1/4〜1/16拍の切り替えを想定するが、story では2段階だけ見せる。audio row 56px、他は圧縮。	`waveform_view`、`markers`、`time_band_segment_frames`、既存 snap geometry を再利用。beat grid の線だけをスクラッチにし、検出・テンポ推定・別の音楽モデルは外部技術へ委託する。
