map_id	verdict	scope	canonical	meaning	problem	bundle	technical_route	technical_delegate	scratch_policy	scratch_boundary	judgment	evidence	decision_status
651	拡張	extension	Cancel Caching Work Area in Background	バックグラウンドキャッシュを中止	バックグラウンドキャッシュを中止	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
652	構造吸収	absorbed	Center Anchor Point in Layer Content	アンカーポイントをコンテンツ中央へ	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
653	構造吸収	absorbed	Center anchor point in visible content	アンカーポイントを表示内容の中央に	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
654	拡張	extension	Center composition in panel	パネル内でコンポを中央に	パネル内でコンポを中央に	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
655	構造吸収	absorbed	Center in View	ビュー中央に配置	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
656	拡張	extension	Composition Flowchart	コンポジションのフローチャート表示	コンポジションのフローチャート表示	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
657	拡張	extension	Composition Mini-Flowchart	ミニフローチャート表示	ミニフローチャート表示	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
658	採用予定	core	Composition Settings…	コンポジション設定	コンポジション設定	B36	既存構造+上流	Document/Composition;DocumentIO/.rrd	抑制	SetCompositionのread-modify-writeだけ	Composition Settingsは既存Compositionと保存形式へ委託し、設定専用の正本を作らない	next/DECISIONS.md:17	技術監査済
659	拡張	extension	Crop Comp to Region of Interest	関心領域にコンポをクロップ	関心領域にコンポをクロップ	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
660	構造吸収	absorbed	Decrease Scale by 1%	スケールを1%減少	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
661	構造吸収	absorbed	Decrease Scale by 10%	スケールを10%減少	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
662	拡張	extension	Enter free-transform path editing mode	自由変形パス編集モードへ	自由変形パス編集モードへ	B28	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
663	拡張	extension	File…	フレームをファイル保存	フレームをファイル保存	B09	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
664	拡張	extension	Fit to Comp	コンポにフィット	コンポにフィット	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
665	拡張	extension	Fit to Comp Height	コンポ高さにフィット	コンポ高さにフィット	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
666	拡張	extension	Fit to Comp Width	コンポ幅にフィット	コンポ幅にフィット	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
667	構造吸収	absorbed	Flip Horizontal	水平反転	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
668	構造吸収	absorbed	Flip Vertical	垂直反転	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
669	拡張	extension	Full screen toggle = Ctrl+Shift+F(droidcrunch)またはFlip horizontal(skillademia)	全画面プレビュー、または水平反転(矛盾)	全画面プレビュー、または水平反転(矛盾)	B23	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
670	拡張	extension	Go backward 10 frames	10フレーム戻る	10フレーム戻る	B20	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
671	拡張	extension	Go forward 10 frames	10フレーム進む	10フレーム進む	B20	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
672	拡張	extension	Import After Effects Composition	既存AEコンポジションをDynamic Linkで読み込み	既存AEコンポジションをDynamic Linkで読み込み	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
673	構造吸収	absorbed	Increase or decrease Opacity by 1%	不透明度を1%増減	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
674	構造吸収	absorbed	Increase or decrease Opacity by 10%	不透明度を10%増減	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
675	構造吸収	absorbed	Increase or decrease Rotation by 10°	回転を10度増減	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
676	構造吸収	absorbed	Increase or decrease Rotation by 1°	回転を1度増減	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
677	構造吸収	absorbed	Increase Scale by 1%	スケールを1%増加	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
678	構造吸収	absorbed	Increase Scale by 10%	スケールを10%増加	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
679	採用済		Modify Rotation in 15° increments	回転を15度刻みで変更	回転を15度刻みで変更	B44	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
680	採用済		Modify Scale constrained to aspect ratio	縦横比を保ってスケール変更	縦横比を保ってスケール変更	B44	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
681	拡張	extension	Move layers so In point at composition beginning	In点をコンポ先頭に	In点をコンポ先頭に	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
682	拡張	extension	Move layers so Out point at composition end	Out点をコンポ末尾に	Out点をコンポ末尾に	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
683	拡張	extension	New > After Effects Composition	AEコンポジションを新規作成しDynamic Linkで接続	AEコンポジションを新規作成しDynamic Linkで接続	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
684	採用予定	core	New Composition…	新規コンポジション	新規コンポジション	B36	既存構造+上流	Document/Composition;DocumentIO/.rrd	抑制	新規Compositionの既存admit経路だけ	New Compositionは既存Document/Composition admissionへ預け、別project modelを作らない	next/DECISIONS.md:17	技術監査済
685	採用済		Opacity…	不透明度	不透明度	B44	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
686	採用済		Open Opacity dialog	不透明度ダイアログを開く	不透明度ダイアログを開く	B44	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
687	採用済		Open Position dialog	位置ダイアログを開く	位置ダイアログを開く	B44	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
688	採用済		Open Rotation dialog	回転ダイアログを開く	回転ダイアログを開く	B44	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
689	拡張	extension	Open selected layer, composition, or footage item	選択項目を開く	選択項目を開く	B25	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
690	不採用		Orientation…	方向	方向		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
691	拡張		Photoshop Layers…	フレームをPSDレイヤーとして保存	フレームをPSDレイヤーとして保存	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
692	拡張	extension	Position Objects to Bottom Title Safe Margin	下タイトルセーフに配置	下タイトルセーフに配置	B22	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
693	拡張	extension	Position Objects to Left Title Safe Margin	左タイトルセーフに配置	左タイトルセーフに配置	B22	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
694	拡張	extension	Position Objects to Top Title Safe Margin	上タイトルセーフに配置	上タイトルセーフに配置	B22	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
695	採用済		Position…	位置	位置	B44	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
696	不採用		Pre-render…	プリレンダー	プリレンダー		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
697	不採用		RAM Preview	RAMプレビュー	RAMプレビュー		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
698	拡張	extension	Reference Reposition	Option+Shift+R	Option+Shift+R	B44	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
699	拡張	extension	Reposition shape during creation	作成中にシェイプを再配置	作成中にシェイプを再配置	B28	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
700	構造吸収	absorbed	Reset	トランスフォームをリセット	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
701	構造吸収	absorbed	Reset Rotation to 0°	回転を0度にリセット	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
702	構造吸収	absorbed	Reset Scale to 100%	スケールを100%にリセット	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
703	構造吸収	absorbed	Rotation Tool	回転ツール	transformの便利操作ごとに専用状態・書き口が増える	B29	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
704	採用済		Rotation…	回転	回転	B44	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
705	不採用		Save RAM Preview…	RAMプレビューを保存	RAMプレビューを保存		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
706	構造吸収	absorbed	Scale and reposition layers to fit composition	コンポにフィットさせスケール・再配置	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
707	構造吸収	absorbed	Scale and reposition to fit composition height	コンポ高さにフィット	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
708	構造吸収	absorbed	Scale and reposition to fit composition width	コンポ幅にフィット	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
709	採用済		Scale…	スケール	スケール	B44	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
710	拡張	extension	Scroll to current time in Timeline panel	現在時刻までスクロール	現在時刻までスクロール	B20	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
711	拡張		Set opacity for paint tool	ペイントツールの不透明度を設定	ペイントツールの不透明度を設定	B27	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
712	構造吸収	absorbed	Set opacity to 100%	不透明度を100%に	transformの便利操作ごとに専用状態・書き口が増える	B44	既存構造	Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112)	不要	独立したowner・状態・検収を増やさない	因果未記入: transformの便利操作ごとに専用状態・書き口が増える は Property/LayerPlacement/SetOrder(next/core/motolii-store/src/document.rs:95-109;next/DECISIONS.md:61,112) で 位置・拡縮・回転・順序の結果だけが変わる に到達する。reset/center/flip/increment/fit/stackのaliasとtool は独立実装しない	next/core/motolii-store/src/document.rs:95-109	構造吸収から導出
713	拡張	extension	Set Poster Time	ポスターフレーム時刻を設定	ポスターフレーム時刻を設定	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
714	拡張	extension	Take Snapshot	該当なし(参考: PDFにはComposition関連のSnapshotは明記なし、Edit>Purge>Snapshotのみ確認)	該当なし(参考: PDFにはComposition関連のSnapshotは明記なし、Edit>Purge>Snapshotのみ確認)	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
715	拡張	extension	Trim Comp to Work Area	ワークエリアにコンポをトリム	ワークエリアにコンポをトリム	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
716	拡張	extension	Upscale	AI高解像度化	AI高解像度化	B36	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
717	採用済		Add Marker	マーカーを追加	マーカーを追加	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
718	採用済		Clear / Delete Marker(s)	マーカーを削除	マーカーを削除	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
719	採用済		Clear In	イン点を解除	イン点を解除	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
720	採用済		Clear In and Out	イン/アウト点を両方解除	イン/アウト点を両方解除	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
721	採用済		Clear Out	アウト点を解除	アウト点を解除	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
722	採用済		Go to Next Marker	次のマーカーへ移動	次のマーカーへ移動	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
723	採用済		Go to Previous Marker	前のマーカーへ移動	前のマーカーへ移動	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
724	採用済		Mark Clip	クリップ全体をマーク	クリップ全体をマーク	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
725	採用済		Mark In	イン点を設定	イン点を設定	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
726	採用済		Mark Out	アウト点を設定	アウト点を設定	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
727	採用済		Mark Selection	選択範囲をマーク	選択範囲をマーク	B18	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
728	結線待ち		Add and Modify Marker	マーカー追加/編集	マーカー追加/編集	B19	既存構造+先例	Composition:markers;Document::SetMarkers;Lottie markers	抑制	markers componentと既存marker operationだけ	MarkerはLottieの意味と既存SetMarkersへ接続し、pane独自のmarker storeを持たない	next/core/motolii-store/src/marker.rs:3	技術監査済
729	拡張	extension	Add Flag	フラグ追加	フラグ追加	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
730	拡張	extension	Add Flag	G	G	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
731	拡張	extension	Clear Flags	フラグ解除	フラグ解除	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
732	拡張	extension	Convert In and Out to Duration Marker	イン/アウトを尺マーカーへ変換	イン/アウトを尺マーカーへ変換	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
733	拡張	extension	Delete All Flags	全フラグ削除	全フラグ削除	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
734	拡張	extension	Go to In	イン点へ移動	イン点へ移動	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
735	拡張	extension	Go to In	イン点へ	イン点へ	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
736	拡張	extension	Go to Out	アウト点へ移動	アウト点へ移動	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
737	拡張	extension	Go to Out	アウト点へ	アウト点へ	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
738	結線待ち		Modify Marker	マーカー編集	マーカー編集	B19	既存構造+先例	Composition:markers;Document::SetMarkers;Lottie markers	抑制	既存marker operationの編集adapterだけ	Marker編集は既存markers componentのread-modify-writeへ委託する	next/core/motolii-store/src/document.rs:191	技術監査済
739	結線待ち		Modify Marker	Shift+M	Shift+M	B19	既存構造+先例	Composition:markers;Document::SetMarkers;Lottie markers	抑制	shortcutは既存marker operationの別入口だけ	Marker shortcutは意味を増やさず既存marker operationへ委託する	next/shell/motolii-shell/src/input.rs:397	技術監査済
740	不採用		Ripple Timeline Markers	タイムラインマーカーをリップル	タイムラインマーカーをリップル		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
741	拡張	extension	Set In and Out from Duration Marker	尺マーカーからイン/アウト設定	尺マーカーからイン/アウト設定	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
742	拡張	extension	Show Flags	フラグ表示	フラグ表示	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
743	採用済		Show Markers	マーカー表示	マーカー表示	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
744	拡張	extension	Synchronize > Clip Markers	クリップマーカーで同期	クリップマーカーで同期	B19	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
