id	category	canonical	意味	ae	pr	dr	cc	freq	entries(menu:shortcut:panel:pref)	quality	scope	verdict	理由	bundle	depends	weight
756	mask	Enter free-transform mask editing mode	自由変形マスク編集モードへ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		S
757	mask	Free Transform Points	ポイントを自由変形	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
758	mask	Hide Locked Masks	ロック済マスクを隠す	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
759	mask	Intersect	マスクモード:交差	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	MK2で被覆代数として実装(2026-08-22、mode別単位元・serde後方互換)	B02		S
760	mask	Intersect mode	マスクモード:交差	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	MK2で被覆代数として実装(2026-08-22、mode別単位元・serde後方互換)	B02		S
761	mask	Invert selected mask	選択マスクを反転	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済		B02		S
762	mask	Inverted	マスクを反転	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済		B02		S
763	mask	Lighten	マスクモード:比較(明)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	MK2で被覆代数として実装(2026-08-22、mode別単位元・serde後方互換)	B02		S
764	mask	Linear	フェザー減衰:線形	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
765	mask	Lock Other Masks	他マスクをロック	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
766	mask	Locked	マスクをロック	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
767	mask	Mask Expansion…	マスク拡張	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
768	mask	Mask Feather…	マスクフェザー	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
769	mask	Mask Opacity…	マスク不透明度	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済		B02		S
770	mask	Mask Shape…	マスク形状	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
771	mask	Move selected path points 1 pixel	選択パスポイントを1px移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		S
772	mask	Move selected path points 10 pixels	選択パスポイントを10px移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		S
773	mask	New Mask	新規マスク	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
774	mask	New mask	新規マスク	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		S
775	mask	None	マスクモード:なし	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
776	mask	None	マスクモード:なし	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		S
777	mask	Off	モーションブラーOFF	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
778	mask	On	モーションブラーON	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
779	mask	Open Mask Feather dialog	マスクフェザーダイアログを開く	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		M
780	mask	Open Mask Shape dialog	マスク形状ダイアログを開く	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		M
781	mask	Paste mocha mask	mochaマスクを貼り付け	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)	out-of-domain?	不採用	領域外(mocha第三者深部統合)不採用 — 製品固有の深部機能、GOALS「要らないもの」領域外方針			
782	mask	Redraw Bezier handles	ベジェハンドルを再描画	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		S
783	mask	Remove All Masks	全マスクを削除	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
784	mask	Remove Mask	マスクを削除	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
785	mask	Rename selected layer, composition, folder, effect, group, or mask	選択項目の名前変更	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済		B02		S
786	mask	Reset Mask	マスクをリセット	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
787	mask	RotoBezier	ロトベジエ	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
788	mask	Same As Layer	レイヤーに準拠	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
789	mask	Scale around center point in Free Transform	中心点基準で拡大縮小	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		S
790	mask	Select all points in mask	マスクの全ポイントを選択	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		S
791	mask	Select next or previous mask	次/前のマスクを選択	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		S
792	mask	Set First Vertex	開始頂点を設定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
793	mask	Smooth	フェザー減衰:滑らか	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
794	mask	Subtract	マスクモード:減算	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	MK2で被覆代数として実装(2026-08-22、mode別単位元・serde後方互換)	B02		S
795	mask	Subtract mode	マスクモード:減算	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	MK2で被覆代数として実装(2026-08-22、mode別単位元・serde後方互換)	B02		S
796	mask	Toggle between smooth and corner points	スムーズ/コーナーポイント切替	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B02		S
797	mask	Track Mask	マスクトラッキング	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B16		S
798	mask	Unlock All Masks	全マスクのロック解除	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B02		S
799	misc	Active Window: Edit Index	Command+7	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし(パネルフォーカス切替、未実装)	B25		M
800	misc	Active Window: Effects	Command+6	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B25		M
801	misc	Active Window: Inspector	Command+9	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B25		M
802	misc	Active Window: Media Folders	Command+4	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B25		M
803	misc	Add Edit	編集点追加	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定	timeline-grammar §2「split」正。未実装	B39		S
804	misc	Add Edit to All Tracks	全トラックに編集点追加	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定	既決との衝突なし	B39		S
805	misc	Add effect to selected layers	選択レイヤーにエフェクトを追加	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	effect stackの型は裁定133等で決定済み、追加UIは未	B38		S
806	misc	Add Footage to Comp	素材をコンポへ追加	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	GOALS M2/M3実装済み: ドロップでcompへ素材が入りStageに絵が出る(next/shell)	B36		S
807	misc	Adobe Photoshop File…	新規Photoshopファイル作成	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		拡張	裁定193: vism圏(特殊フォーマット/コーデック対応)— EDL/AAF/XML/PSD等の他製品向け相互運用フォーマットは普通の動画編集ソフトに不要な専門機能。継ぎ目=import/exportプラグイン	B36		S
808	misc	Adobe Photoshop File…	新規Photoshopレイヤー	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		拡張	裁定193: vism圏(特殊フォーマット/コーデック対応)— EDL/AAF/XML/PSD等の他製品向け相互運用フォーマットは普通の動画編集ソフトに不要な専門機能。継ぎ目=import/exportプラグイン	B36		S
809	misc	Apply Animation Preset…	アニメーションプリセット適用	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B07		S
810	misc	Apply Default Transition	既定トランジション適用	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定	既決との衝突なし	B38		S
811	misc	Apply Interpretation	記憶した解釈設定を適用	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B08		S
812	misc	Auto-trace…	オートトレース	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし(shape実装済みの延長として妥当)	B02		S
813	misc	Bevel and Emboss	ベベルとエンボス	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	レイヤースタイルは裁定71で全廃(effect stackへ畳む方針)			
814	misc	Browse in Bridge…	Bridgeで参照	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	Bridge依存部分はBrowserパネル(裁定143)へ吸収予定	B08		S
815	misc	Browse Presets…	プリセットを参照(Bridge)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	814と同根拠	B07		S
816	misc	Center selected layers in view	選択レイヤーをビュー中央に	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B44		S
817	misc	Change outer radius of star	星の外側半径を変更	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B28		S
818	misc	Clean In	クリーンイン	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	既決との衝突なし	B18	av-separate-inout	M
819	misc	Clean Out	クリーンアウト	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	既決との衝突なし	B18	av-separate-inout	M
820	misc	Close	現在のビューを閉じる	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	裁定128のdock機構と関連、未実装	B32	pane-layout	M
821	misc	Close	現在のドキュメントを閉じる	0	1	0	0	1	1:0:0:0	二次(premiere全体注記)		採用予定	GOALS M11(部分)	B32		S
822	misc	Collapse	コラップス切替	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	Collapse Transformationsはプリコンポの機構前提。GOALS要らないもの「プリコンポ/Nest/Compound clip」+裁定119(グループは既定でラスタライズ境界を持たず意味が無い)			
823	misc	Constrain shapes proportionally	シェイプを縦横比固定で作成	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B28		S
824	misc	Create Shapes from Vector Layer	ベクターレイヤーからシェイプ作成	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B28		S
825	misc	Custom…	カスタムでシミュレート	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	領域外: Output Simulation(放送信号規格へのソフトプルーフ、Dolby Vision級と同種のプロカラー基準)			
826	misc	Decrease points for star/polygon; decrease roundness for rounded rectangle	星/多角形の頂点数、角丸長方形の丸みを減少	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B28		S
827	misc	Decrease star inner roundness	星の内側の丸みを減少	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B28		S
828	misc	Delete Gaps	ギャップを削除	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	timeline-grammar拘束1: trim family(ripple等gapless詰め)不採用。Delete Gapsはgap詰め操作			
829	misc	Drop Shadow	ドロップシャドウ	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	レイヤースタイルは裁定71で全廃			
830	misc	easyDCP	easyDCPツールセットを開く	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	領域外: easyDCP(劇場配給DCPマスタリング、製品固有深部機能、既flag)			
831	misc	Edit in Adobe Audition	Auditionで編集	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		拡張	裁定193: vism圏(オーディオスイート=Fairlight級)— クリップ音量・フェード止まりでなく専用ミキサー/DAW機構が要る専門機能。継ぎ目=将来のaudio providerプラグイン	B33		S
832	misc	Edit Point Type	U	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	timeline-grammar拘束1: trimモード種別選択はripple/roll等trim family専用ツール			
833	misc	Effect	エフェクト有効切替	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	EffectInstance.enabled実装済み(裁定133)だがUIトグルは未	B38		S
834	misc	Effects Controls	エフェクトコントロールを表示	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	既決との衝突なし	B38		S
835	misc	Elements	字幕テンプレ等の素材集	0	0	0	1	1	1:0:0:0	公式		採用予定	既決との衝突なし	B08		S
836	misc	Enable Multiview Edit Preview	マルチビュー編集プレビュー有効化	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	領域外: マルチビュー編集プレビュー(複数出力デバイス、プロ入出力設定)			
837	misc	Enable Time Remapping	タイムリマップを有効化	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	store側property::TIME_REMAP実装済み(裁定112h)・意味は裁定151で確定。InspectorのUIトグルは未	B37		S
838	misc	Enable time remapping	タイムリマップを有効化	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	837と同根拠	B37		S
839	misc	Environment Layer	環境レイヤー化	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	裁定14: 合成器はTexturedRect直叩きでライティング/マテリアルモデルを持たない。Environment Layer(反射環境マップ)は構造的に成立しない			
840	misc	Extend Selected Edit to Playhead	選択編集点をプレイヘッドまで延長	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定	timeline-grammar §8.1 TrimIn/OutToPlayhead 正。未実装	B31		S
841	misc	Extend selection to next layer	次レイヤーまで選択拡張	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	timeline-grammar §8.1 FocusRowPrev/Next 正。未実装	B31		S
842	misc	Extend selection to previous item	前項目まで選択範囲を拡張	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	841と同根拠	B31		S
843	misc	Extend selection to previous layer	前レイヤーまで選択拡張	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	841と同根拠	B31		S
844	misc	Fast Previews > Draft	高速プレビュー:ドラフト	1	0	0	0	1	0:1:0:0	公式(Adobe)		保留	RB調査(2026-08-22): 理論条件は実在(ソース帯域律速・r1実測)だが実プロジェクト分布未測+現capは高速路を無効化するバグあり(要修理) — probe後に再判定	B23		M
845	misc	Fast Previews > Fast Draft	高速プレビュー:ファストドラフト	1	0	0	0	1	0:1:0:0	公式(Adobe)		保留	RB調査(2026-08-22): 理論条件は実在(ソース帯域律速・r1実測)だが実プロジェクト分布未測+現capは高速路を無効化するバグあり(要修理) — probe後に再判定	B23		M
846	misc	Fast Previews > Off	高速プレビュー:オフ	1	0	0	0	1	0:1:0:0	公式(Adobe)		保留	RB調査(2026-08-22): 理論条件は実在(ソース帯域律速・r1実測)だが実プロジェクト分布未測+現capは高速路を無効化するバグあり(要修理) — probe後に再判定	B23		M
847	misc	File…	プロキシファイルを指定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B08		S
848	misc	Filters	フィルター適用	0	0	0	1	1	1:0:0:0	公式		採用済	B2で種別フィルタとして実装(2026-08-22、rail/filter shelf)	B25		S
849	misc	Fit to Fill	尺に合わせて挿入	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	既決との衝突なし(gapless前提ではない自由配置と両立可)	B37		S
850	misc	Fit To Fill	Shift+F11	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	849と同根拠	B37		S
851	misc	Frame Mix	フレームミックス	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B37		S
852	misc	Grab Still	Option+Command+G	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B21	snapshot-viewer	L
853	misc	HDTV (Rec. 709)	HDTV Rec.709でシミュレート	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	領域外: Output Simulation(825と同根拠、Rec.709シミュレート)			
854	misc	Hide After Effects	アプリを隠す(macOS)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし(OS標準機能)	B32		S
855	misc	Hide DaVinci Resolve	Command+H	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	854と同根拠	B32		S
856	misc	Hide Others	他アプリを隠す(macOS)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	854と同根拠	B32		S
857	misc	Hide Others	Option+Command+H	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	854と同根拠	B32		S
858	misc	Highlight	Shift+H	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B05		S
859	misc	Highlight B&W	Shift+Option+H	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B05		S
860	misc	Highlight Difference	Shift+Command+H	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B05		S
861	misc	Increase points for star/polygon; increase roundness for rounded rectangle	星/多角形の頂点数、角丸長方形の丸みを増加	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B28		S
862	misc	Increase star inner roundness	星の内側の丸みを増加	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B28		S
863	misc	Increment and Save	バージョン番号を上げて保存	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B10		S
864	misc	Inner Glow	光彩(内側)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	レイヤースタイルは裁定71で全廃			
865	misc	Inner Shadow	シャドウ(内側)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	レイヤースタイルは裁定71で全廃			
866	misc	Internet Standard RGB (sRGB)	sRGBでシミュレート	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	領域外: Output Simulation(825と同根拠、sRGBシミュレート)			
867	misc	Interrupt running script	実行中スクリプトを中断	1	0	0	0	1	0:1:0:0	公式(Adobe)		不採用	裁定6: 拡張の口はtrait1本。JS/Luaスクリプト実行コンソールは別の口を足すことになる			
868	misc	Join current stroke to previous	現在のストロークを前と結合	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B27		S
869	misc	Last Effect	直前のエフェクトを再適用	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B38		S
870	misc	Layer Settings…	レイヤー設定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B44		S
871	misc	Legacy Macintosh RGB (Gamma 1.8)	旧Mac RGBでシミュレート	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	領域外: Output Simulation(825と同根拠)			
872	misc	Light…	新規ライトレイヤー	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	裁定14: 合成器はTexturedRect直叩きでライティングモデルを持たない。ライトレイヤーは構造的に成立しない			
873	misc	Lock	ロック切替	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	next/shell timeline/lane_bar.rs+input.rs: LaneBarToggleLock実装済み(裁定130 LayerAttrs.locked)	B32		S
874	misc	Lock selected layers	選択レイヤーをロック	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	873と同根拠	B32		S
875	misc	Lock/Unlock All Video Tracks	Option+Shift+9	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	一括ロック操作は未実装(個別lockは873参照)	B32		S
876	misc	Look at All Layers	全レイヤーを見る	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし(camera実装済み裁定116、look-at専用操作は未)	B17		S
877	misc	Look at Selected Layers	選択レイヤーを見る	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	876と同根拠	B17		S
878	misc	Main…	メイン解釈設定を開く	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B08		S
879	misc	Manually preview video	ビデオを手動プレビュー	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	GOALS M8(未)	B21	audio-realtime-output	L
880	misc	Mark Video In	映像イン点設定	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	既決との衝突なし	B18	av-separate-inout	M
881	misc	Mark Video Out	映像アウト点設定	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	既決との衝突なし	B18	av-separate-inout	M
882	misc	MAXON CINEMA 4D File…	新規C4Dファイル作成	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		拡張	裁定193: vism圏(ノードコンポジット/3D合成=Fusion級・Cinema 4Dという他製品の内部機構に依存)— 単一comp前提のMotoliiコアには無い3D合成パイプライン。継ぎ目=外部ツール連携プラグイン	B36		S
883	misc	MAXON CINEMA 4D File…	新規C4Dレイヤー	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		拡張	裁定193: vism圏(ノードコンポジット/3D合成=Fusion級・Cinema 4Dという他製品の内部機構に依存)— 単一comp前提のMotoliiコアには無い3D合成パイプライン。継ぎ目=外部ツール連携プラグイン	B36		S
884	misc	Modify property value by 1/10 increments	1/10の増減幅でプロパティ変更	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	next/shell inspector_pane.rs dragged_valueのfine引数(Shift+drag=1/10、DRAG_SHIFT_FACTOR)実装済み	B45		S
885	misc	Modify property value by 10x increments	10倍の増減幅でプロパティ変更	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	10倍刻みの明示modifierは未実装(fine=1/10のみ確認)	B45		S
886	misc	Modify property value by default increments	既定の増減幅でプロパティ変更	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	inspector_pane.rs dragged_valueの既定係数(fine=false)が基本の増分挙動	B45		S
887	misc	Motion Blur	モーションブラー切替	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B37		S
888	misc	Move selected layers 1 frame earlier or later	選択レイヤーを1フレーム前後移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B45		S
889	misc	Move selected layers 1 pixel	選択レイヤーを1px移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B45		S
890	misc	Move selected layers 10 frames earlier or later	選択レイヤーを10フレーム前後移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B45		S
891	misc	Move selected layers 10 pixels	選択レイヤーを10px移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B45		S
892	misc	Move selected layers so In/Out point is at current time	In/Out点を現在時刻へ移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	timeline-grammar §8.1 MoveClipIn/OutToPlayhead 正。未実装	B45		S
893	misc	Movie…	動画プロキシを作成	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B08		S
894	misc	New Bin	新規ビン作成	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	既決との衝突なし	B10		S
895	misc	New Bin	Shift+Command+N	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B10		S
896	misc	New Comp from Selection…	選択素材から新規コンポ作成	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B36		S
897	misc	New Folder	新規フォルダ	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B10		S
898	misc	New null layer	新規ヌルレイヤー	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	LayerSource::Null実装済み(裁定112i)、UI新規作成アクションは未	B36		S
899	misc	New Smart Bin	新規スマートビン作成	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	既決との衝突なし	B10		S
900	misc	New solid layer	新規単色レイヤー	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	既決との衝突なし	B36		S
901	misc	Next Still	Option+Command+N	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B21	snapshot-viewer	L
902	misc	No Output Simulation	出力シミュレーションなし	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	領域外: Output Simulation(825と同根拠)			
903	misc	Null Object	新規ヌルオブジェクト	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	898と同根拠	B36		S
904	misc	Off	フレームブレンドOFF	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B37		S
905	misc	Optical Flow	オプティカルフローによる滑らかなスロー	0	0	0	1	1	1:0:0:0	公式		拡張	裁定193+裁定153: vism圏(個別エフェクト群)— Glow(vism第1号)と同型の単発専門エフェクト/アルゴリズムで、裁定153のeffect provider経路(compositor内layer単位オフスクリーンパス)で後から載せる。コアはeffect適用UIの器のみ持つ	B37		S
906	misc	Outer Glow	光彩(外側)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	レイヤースタイルは裁定71で全廃			
907	misc	Output Module…	出力モジュールテンプレート	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B09		S
908	misc	Pixel Motion	ピクセルモーション	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		拡張	裁定193+裁定153: vism圏(個別エフェクト群)— Glow(vism第1号)と同型の単発専門エフェクト/アルゴリズムで、裁定153のeffect provider経路(compositor内layer単位オフスクリーンパス)で後から載せる。コアはeffect適用UIの器のみ持つ	B37		S
909	misc	Pre-compose…	プリコンポーズ	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	裁定173/174/175: グループレイヤー(G1)+freezeで意図を代替 — precomp機構は露出しない			
910	misc	Precompose selected layers	選択レイヤーをプリコンポーズ	1	0	0	0	1	0:1:0:0	公式(Adobe)		不採用	裁定173/174/175: 同上			
911	misc	Preserve Transparency	透明度を保持	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B05		S
912	misc	Preview specified number of frames	指定フレーム数をプレビュー	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	既決との衝突なし	B21		S
913	misc	Previous Still	Option+Command+P	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B21	snapshot-viewer	L
914	misc	Project Notes	プロジェクトノートエディタを開く	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	既決との衝突なし	B10		S
915	misc	Proxy on the Fly	Command+P	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	既決との衝突なし	B08		S
916	misc	Proxy…	プロキシ解釈設定を開く	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	既決との衝突なし	B08		S
