# Browser-behavior acceptance oracle for every product panel in docked and detached windows.
# status: PASS = the pinned HTML/Blitz path is sufficient and present; ADAPTER = Motolii must map browser behavior to product meaning; N_A = the operation has no product meaning (reason is mandatory).
# implementation: CLOSED_TEST = exercised by a focused test; CLOSED_STATIC = present in the current source path; PARTIAL = only part of the acceptance exists; REQUIRED = no complete implementation is present; NONE_BY_DESIGN = deliberately absent.
# ADAPTER is a responsibility classification, not a completion claim; only CLOSED_TEST or CLOSED_STATIC is closed. For an N_A row, REQUIRED means the key/event still needs a scope guard so it cannot leak into another panel's meaning.
# HTML and Pointer Events define the browser/platform baseline; APG defines authored composite-widget keyboard and accessibility behavior; PRODUCT defines the editor-specific commit and Undo meaning.
# sources: APG_GRID=https://www.w3.org/WAI/ARIA/apg/patterns/grid/; APG_TABS=https://www.w3.org/WAI/ARIA/apg/patterns/tabs/; APG_MENU=https://www.w3.org/WAI/ARIA/apg/patterns/menubar/; APG_KEYS=https://www.w3.org/WAI/ARIA/apg/practices/keyboard-interface/; POINTER=https://www.w3.org/TR/pointerevents/; HTML=https://html.spec.whatwg.org/multipage/interaction.html; REDUCED=https://www.w3.org/WAI/WCAG21/Techniques/css/C39.html; PRODUCT=docs/ui-interaction-language.md
# reconciled: 2026-09-05; implementations share panel_body across docked/detached roots; CLOSED_TEST may name one representative shared-path regression.
id	surface	window_mode	interaction	status	implementation	oracle	acceptance	evidence_or_gap
BO-0218	Colors	docked	tab_forward	PASS	CLOSED_TEST	HTML+APG_KEYS	Tab order moves to the next visible enabled focusable control; the active dock tab is one roving stop and hidden content is skipped.	pinned Blitz sequential focus navigation and real semantic controls
BO-0219	Colors	docked	shift_tab	PASS	CLOSED_TEST	HTML+APG_KEYS	Tab order moves to the previous visible enabled focusable control; the active dock tab is one roving stop and hidden content is skipped.	pinned Blitz sequential focus navigation; gui shift_tab_goes_back test
BO-0220	Colors	docked	wheel_scroll	PASS	CLOSED_STATIC	HTML	Wheel and trackpad scroll the nearest Browser results scroller; nested scrolling chains only at its boundary.	ui/styles.css .bresults overflow-y:auto and pinned Blitz scroll container
BO-0221	Colors	docked	keyboard_scroll	ADAPTER	CLOSED_TEST	APG_GRID	PageUp/PageDown and arrow focus movement reveal results; wheel-independent keyboard reachability remains available.	browser_selection Home End Page tests and FocusableItems reveal path
BO-0222	Colors	docked	focus_reveal	ADAPTER	CLOSED_TEST	APG_GRID+APG_KEYS	Every keyboard-selected card receives DOM focus and scrolls to nearest visible position.	gui Browser focus/search return test and semantic_menu focus_and_reveal
BO-0223	Colors	docked	outside_click	N_A	NONE_BY_DESIGN	PRODUCT	Browser card selection persists when another control is clicked; there is no modal Browser overlay to dismiss.	Browser card selection persists when another control is clicked; there is no modal Browser overlay to dismiss.
BO-0224	Colors	docked	outside_release	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	A ColorWheel drag continues outside its originating element and terminates once on release outside the window.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0225	Colors	docked	pointer_cancel	ADAPTER	CLOSED_TEST	POINTER	pointercancel clears an armed card press without click, commit, selection mutation, or stuck active styling.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0226	Colors	docked	focus_loss	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	Window focus loss clears held modifiers and cancels any ColorWheel drag while preserving the stable selected swatch.	Host routes focus loss by exact window; shared gesture cancel preserves Browser selection
BO-0227	Colors	docked	multi_pointer_identity	ADAPTER	CLOSED_TEST	POINTER	Each direct or discrete interaction is owned by one pointerId and isPrimary; other pointers cannot move terminate or synthesize its click.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0228	Colors	docked	click_target_integrity	ADAPTER	CLOSED_TEST	POINTER+HTML	A click is dispatched only when a valid primary down/up sequence belongs to the same enabled activation target.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0229	Colors	docked	cmd_undo_redo	ADAPTER	CLOSED_TEST	PRODUCT	Cmd/Ctrl+Z and Shift+Cmd/Ctrl+Z cancel transient preview first and move exactly one Document history step; a text editor owns its local editing history.	ui/commands.rs preflight and gui repeated undo/redo tests
BO-0230	Colors	docked	cmd_duplicate	N_A	NONE_BY_DESIGN	PRODUCT	Colors catalog candidates are references or built-ins; Cmd/Ctrl+D must be consumed locally so it cannot duplicate a hidden artwork selection.	browser_key consumes unsupported catalog Duplicate locally and reports it without touching artwork
BO-0231	Colors	docked	cmd_cut_copy_paste	N_A	NONE_BY_DESIGN	HTML+PRODUCT	Text search uses native Cut Copy Paste. Catalog cards have no document-copy meaning, so Cmd/Ctrl+C X V are consumed locally and never act on hidden artwork.	Native search input owns text clipboard; catalog focus consumes C/X/V locally with an unavailable notice so hidden artwork cannot change
BO-0232	Colors	docked	cmd_find	ADAPTER	CLOSED_TEST	HTML+PRODUCT	Cmd/Ctrl+F focuses the shared Browser search field; Escape returns to results without clearing artwork.	gui Browser Cmd+F, typing, Escape and result-focus restoration test
BO-0233	Colors	docked	resize_reflow	ADAPTER	CLOSED_STATIC	HTML+REDUCED	Cards reflow at actual panel width; a short opacity/scale cue runs on resize and splitter movement, and reduces to zero motion.	ui/host.rs wake_all plus ui/styles.css browser-grid-reflow
BO-0234	Colors	docked	reduced_motion	ADAPTER	CLOSED_TEST	REDUCED	The platform reduce-motion preference sets all decorative UI motion durations to zero while playback scrub and direct data motion remain functional.	ui/tokens.rs system_prefers_reduced_motion and token tests; applied in main and detached roots
BO-0235	Colors	docked	focus_visible	ADAPTER	CLOSED_STATIC	APG_KEYS	Every keyboard-focusable control has a visible focus indicator; :focus fallback covers pinned Blitz lacking :focus-visible.	ui/styles.css focus-visible plus focus fallback selectors
BO-0236	Colors	docked	ax_semantics	ADAPTER	CLOSED_STATIC	APG_GRID	Results expose one named grid/list composite, one roving tab stop, item position, active focus and selected state to assistive technology.	named role=grid/gridcell, aria-selected, aria-posinset/setsize and one roving tabindex are emitted for every Browser face
BO-0237	Colors	docked	ax_actions	ADAPTER	CLOSED_TEST	APG_KEYS	AccessKit Click Focus and Blur invoke the same semantic button and selection paths as keyboard activation.	keys::act routes AccessKit actions through SemanticButton pointer/keyboard paths; access mapping and GUI proxy tests
BO-0238	Colors	docked	context_menu	N_A	NONE_BY_DESIGN	PRODUCT	Colors has no accepted item-specific secondary menu; its available operations remain explicit controls or editors.	Colors has no accepted item-specific secondary menu; its available operations remain explicit controls or editors.
BO-0239	Colors	detached	window_state_identity	ADAPTER	CLOSED_STATIC	PRODUCT	The same Document selection and panel semantic state survive dock detach reattach and sibling-window edits.	ui/session.rs Session plus ui/app.rs panel_body and wire_windows
BO-0240	Colors	detached	single_click_selection	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	A primary click selects only the card and previews it; it does not commit artwork.	ui/browser_selection.rs collection tests plus shared SemanticButton card wiring
BO-0241	Colors	detached	cmd_click_toggle	N_A	CLOSED_STATIC	PRODUCT	Colors is a single-choice catalog; additive card selection would create an ambiguous commit target.	Colors is a single-choice catalog; additive card selection would create an ambiguous commit target.
BO-0242	Colors	detached	shift_click_range	N_A	CLOSED_STATIC	PRODUCT	Colors has exactly one active candidate for commit; a contiguous multi-range has no product meaning.	Colors has exactly one active candidate for commit; a contiguous multi-range has no product meaning.
BO-0243	Colors	detached	shift_arrow_range	N_A	CLOSED_STATIC	PRODUCT	Colors is single-choice; arrows move the active card without constructing a multi-range.	Colors is single-choice; arrows move the active card without constructing a multi-range.
BO-0244	Colors	detached	marquee_range	N_A	NONE_BY_DESIGN	PRODUCT	Colors is single-choice, so a rectangular multi-selection would not have a deterministic commit meaning.	Colors is single-choice, so a rectangular multi-selection would not have a deterministic commit meaning.
BO-0245	Colors	detached	cmd_a	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	Cmd/Ctrl+A is consumed by this Browser scope: all visible filtered cards for multi-select catalogs, or the active/first card for single-choice catalogs.	gui browser_keyboard_navigation_search_and_local_shortcuts_stay_in_the_active_face
BO-0246	Colors	detached	escape	ADAPTER	CLOSED_TEST	APG_KEYS+PRODUCT	Escape clears only the active Browser scope after closing any inner editor or popup; it must not clear artwork first.	gui Browser search Escape restores result focus; result Escape clears only Browser scope
BO-0247	Colors	detached	delete	N_A	CLOSED_STATIC	APG_GRID+PRODUCT	Colors catalog entries are built-in choices rather than user-owned records; Delete must be consumed locally and leave artwork unchanged.	Colors catalog entries are built-in choices rather than user-owned records; Delete must be consumed locally and leave artwork unchanged.
BO-0248	Colors	detached	enter_activation	ADAPTER	CLOSED_STATIC	APG_GRID+PRODUCT	Enter commits the active card once; Media places, Effects attaches the selected set without duplicates, Create creates centrally, and Colors applies to the focused color target.	ui/browser.rs all four card families select first and share typed one-shot commit functions
BO-0249	Colors	detached	double_click_activation	ADAPTER	CLOSED_STATIC	PRODUCT	Double-click first makes the card active and then performs the same one-shot commit as Enter.	ui/browser.rs all four card families select first and share typed one-shot commit functions
BO-0250	Colors	detached	arrow_navigation	ADAPTER	CLOSED_TEST	APG_GRID	Arrows move active card focus in stable visible order, update selection, and reveal the new card without committing.	gui Browser grid arrow test plus semantic_menu rendered-geometry neighbor test
BO-0251	Colors	detached	home_end	ADAPTER	CLOSED_TEST	APG_GRID	Home and End focus/select the first and last visible result without committing and reveal it.	browser_selection Home End Page tests and FocusableItems reveal path
BO-0252	Colors	detached	tab_forward	PASS	CLOSED_STATIC	HTML+APG_KEYS	Tab order moves to the next visible enabled focusable control in the single-panel window; hidden content and the absent dock strip are skipped.	pinned Blitz sequential focus navigation and real semantic controls
BO-0253	Colors	detached	shift_tab	PASS	CLOSED_STATIC	HTML+APG_KEYS	Tab order moves to the previous visible enabled focusable control in the single-panel window; hidden content and the absent dock strip are skipped.	pinned Blitz sequential focus navigation; gui shift_tab_goes_back test
BO-0254	Colors	detached	wheel_scroll	PASS	CLOSED_STATIC	HTML	Wheel and trackpad scroll the nearest Browser results scroller; nested scrolling chains only at its boundary.	ui/styles.css .bresults overflow-y:auto and pinned Blitz scroll container
BO-0255	Colors	detached	keyboard_scroll	ADAPTER	CLOSED_TEST	APG_GRID	PageUp/PageDown and arrow focus movement reveal results; wheel-independent keyboard reachability remains available.	browser_selection Home End Page tests and FocusableItems reveal path
BO-0256	Colors	detached	focus_reveal	ADAPTER	CLOSED_TEST	APG_GRID+APG_KEYS	Every keyboard-selected card receives DOM focus and scrolls to nearest visible position.	gui Browser focus/search return test and semantic_menu focus_and_reveal
BO-0257	Colors	detached	outside_click	N_A	NONE_BY_DESIGN	PRODUCT	Browser card selection persists when another control is clicked; there is no modal Browser overlay to dismiss.	Browser card selection persists when another control is clicked; there is no modal Browser overlay to dismiss.
BO-0258	Colors	detached	outside_release	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	A ColorWheel drag continues outside its originating element and terminates once on release outside the window.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0259	Colors	detached	pointer_cancel	ADAPTER	CLOSED_TEST	POINTER	pointercancel clears an armed card press without click, commit, selection mutation, or stuck active styling.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0260	Colors	detached	focus_loss	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	Window focus loss clears held modifiers and cancels any ColorWheel drag while preserving the stable selected swatch.	Host routes focus loss by exact window; shared gesture cancel preserves Browser selection
BO-0261	Colors	detached	multi_pointer_identity	ADAPTER	CLOSED_TEST	POINTER	Each direct or discrete interaction is owned by one pointerId and isPrimary; other pointers cannot move terminate or synthesize its click.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0262	Colors	detached	click_target_integrity	ADAPTER	CLOSED_TEST	POINTER+HTML	A click is dispatched only when a valid primary down/up sequence belongs to the same enabled activation target.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0263	Colors	detached	cmd_undo_redo	ADAPTER	CLOSED_TEST	PRODUCT	Cmd/Ctrl+Z and Shift+Cmd/Ctrl+Z cancel transient preview first and move exactly one Document history step; a text editor owns its local editing history.	ui/commands.rs preflight and gui repeated undo/redo tests
BO-0264	Colors	detached	cmd_duplicate	N_A	NONE_BY_DESIGN	PRODUCT	Colors catalog candidates are references or built-ins; Cmd/Ctrl+D must be consumed locally so it cannot duplicate a hidden artwork selection.	browser_key consumes unsupported catalog Duplicate locally and reports it without touching artwork
BO-0265	Colors	detached	cmd_cut_copy_paste	N_A	NONE_BY_DESIGN	HTML+PRODUCT	Text search uses native Cut Copy Paste. Catalog cards have no document-copy meaning, so Cmd/Ctrl+C X V are consumed locally and never act on hidden artwork.	Native search input owns text clipboard; catalog focus consumes C/X/V locally with an unavailable notice so hidden artwork cannot change
BO-0266	Colors	detached	cmd_find	ADAPTER	CLOSED_TEST	HTML+PRODUCT	Cmd/Ctrl+F focuses the shared Browser search field; Escape returns to results without clearing artwork.	gui Browser Cmd+F, typing, Escape and result-focus restoration test
BO-0267	Colors	detached	resize_reflow	ADAPTER	CLOSED_STATIC	HTML+REDUCED	Cards reflow at actual panel width; a short opacity/scale cue runs on resize and splitter movement, and reduces to zero motion.	ui/host.rs wake_all plus ui/styles.css browser-grid-reflow
BO-0268	Colors	detached	reduced_motion	ADAPTER	CLOSED_TEST	REDUCED	The platform reduce-motion preference sets all decorative UI motion durations to zero while playback scrub and direct data motion remain functional.	ui/tokens.rs system_prefers_reduced_motion and token tests; applied in main and detached roots
BO-0269	Colors	detached	focus_visible	ADAPTER	CLOSED_STATIC	APG_KEYS	Every keyboard-focusable control has a visible focus indicator; :focus fallback covers pinned Blitz lacking :focus-visible.	ui/styles.css focus-visible plus focus fallback selectors
BO-0270	Colors	detached	ax_semantics	ADAPTER	CLOSED_STATIC	APG_GRID	Results expose one named grid/list composite, one roving tab stop, item position, active focus and selected state to assistive technology.	named role=grid/gridcell, aria-selected, aria-posinset/setsize and one roving tabindex are emitted for every Browser face
BO-0271	Colors	detached	ax_actions	ADAPTER	CLOSED_TEST	APG_KEYS	AccessKit Click Focus and Blur invoke the same semantic button and selection paths as keyboard activation.	keys::act routes AccessKit actions through SemanticButton pointer/keyboard paths; access mapping and GUI proxy tests
BO-0272	Colors	detached	context_menu	N_A	NONE_BY_DESIGN	PRODUCT	Colors has no accepted item-specific secondary menu; its available operations remain explicit controls or editors.	Colors has no accepted item-specific secondary menu; its available operations remain explicit controls or editors.
BO-0273	Stage	docked	window_state_identity	ADAPTER	CLOSED_STATIC	PRODUCT	The same Document selection and panel semantic state survive dock detach reattach and sibling-window edits.	ui/session.rs Session plus ui/app.rs panel_body and wire_windows
BO-0274	Stage	docked	single_click_selection	ADAPTER	CLOSED_STATIC	PRODUCT	Clicking visible artwork replaces the shared layer selection; blank click clears it.	ui/stage_widget.rs hit_layer and Selection
BO-0275	Stage	docked	cmd_click_toggle	ADAPTER	CLOSED_STATIC	APG_GRID+PRODUCT	Primary-modifier click toggles one layer or key and keeps active and anchor deterministic.	ui/session.rs Selection plus surface click handlers
BO-0276	Stage	docked	shift_click_range	N_A	NONE_BY_DESIGN	PRODUCT	Stage objects overlap in two or three dimensions and have no user-visible linear order; rectangular marquee is the spatial range operation.	Stage objects overlap in two or three dimensions and have no user-visible linear order; rectangular marquee is the spatial range operation.
BO-0277	Stage	docked	shift_arrow_range	N_A	NONE_BY_DESIGN	PRODUCT	Stage arrows are time navigation or Alt-nudge; spatial range is marquee because no stable row order is shown.	Stage arrows are time navigation or Alt-nudge; spatial range is marquee because no stable row order is shown.
BO-0278	Stage	docked	marquee_range	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	Blank primary drag in selection mode draws a rectangle and selects intersecting visible unlocked layers; empty plain marquee clears selection.	stage_widget marquee direction/add/empty/cancel tests
BO-0279	Stage	docked	cmd_a	ADAPTER	CLOSED_STATIC	APG_GRID+PRODUCT	Outside text editing Cmd/Ctrl+A selects all Document layers; inside a text field the native editor owns Select All.	ui/functions/table.rs SelectAll plus ui/app.rs typing guard
BO-0280	Stage	docked	escape	ADAPTER	CLOSED_TEST	APG_KEYS+POINTER+PRODUCT	Escape cancels the innermost preview or gesture first, then clears the active selection on a later press.	ui/commands.rs cancel_interactions and gui repeated_escape tests
BO-0281	Stage	docked	delete	ADAPTER	CLOSED_STATIC	PRODUCT	Outside a text editor Delete removes the shared editable layer selection through one Document command; a text editor owns character deletion.	ui/commands.rs delete plus ui/app.rs typing guard
BO-0282	Stage	docked	enter_activation	ADAPTER	CLOSED_STATIC	PRODUCT	Enter opens rename for the active editable layer; it does not synthesize a pointer gesture.	ui/functions/table.rs Rename and ui/commands.rs
BO-0283	Stage	docked	double_click_activation	N_A	NONE_BY_DESIGN	PRODUCT	Stage has no single cross-layer double-click meaning; type-specific editing is entered through Inspector or an explicit tool.	Stage has no single cross-layer double-click meaning; type-specific editing is entered through Inspector or an explicit tool.
BO-0284	Stage	docked	arrow_navigation	ADAPTER	CLOSED_TEST	PRODUCT	Left/Right step time; Up/Down move active layer selection; Alt+arrows nudge artwork and Shift changes the step.	ui/functions/table.rs and gui view_zoom_and_extend_selection test
BO-0285	Stage	docked	home_end	ADAPTER	CLOSED_STATIC	PRODUCT	Home and End seek to composition start and end when no text editor or local composite owns the key.	ui/functions/table.rs and ui/commands.rs
BO-0286	Stage	docked	tab_forward	PASS	CLOSED_TEST	HTML+APG_KEYS	Tab order moves to the next visible enabled focusable control; the active dock tab is one roving stop and hidden content is skipped.	pinned Blitz sequential focus navigation and real semantic controls
BO-0287	Stage	docked	shift_tab	PASS	CLOSED_TEST	HTML+APG_KEYS	Tab order moves to the previous visible enabled focusable control; the active dock tab is one roving stop and hidden content is skipped.	pinned Blitz sequential focus navigation; gui shift_tab_goes_back test
BO-0288	Stage	docked	wheel_scroll	ADAPTER	CLOSED_TEST	PRODUCT	Plain wheel pans the view and primary-modifier wheel zooms about the pointer without changing Document geometry.	ui/stage_widget.rs and gui rolling_the_wheel_up test
BO-0289	Stage	docked	keyboard_scroll	N_A	NONE_BY_DESIGN	PRODUCT	Stage is a camera surface rather than a scroll container; keyboard view movement uses explicit pan zoom fit commands.	Stage is a camera surface rather than a scroll container; keyboard view movement uses explicit pan zoom fit commands.
BO-0290	Stage	docked	focus_reveal	ADAPTER	CLOSED_TEST	APG_KEYS	Keyboard selection has a bounded focus proxy that remains visible and represents the active canvas item.	SurfaceView focus proxy and GUI focus/name test
BO-0291	Stage	docked	outside_click	ADAPTER	CLOSED_STATIC	PRODUCT	Plain blank click clears shared layer and key selection; additive blank click preserves it.	ui/stage_widget.rs blank hit branch
BO-0292	Stage	docked	outside_release	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	Captured direct manipulation keeps receiving moves outside the element and commits or cancels exactly once on outside-window release.	SurfaceCapture relays matching outside terminal once; session and Stage tests
BO-0293	Stage	docked	pointer_cancel	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	pointercancel rolls back preview, clears local drag or marquee and shared capture, and emits no Document commit.	Stage matching cancel rolls back marquee and foreign cancel is ignored
BO-0294	Stage	docked	focus_loss	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	Window focus loss cancels active preview or gesture, clears transients and held modifiers, and preserves committed Document state.	ui/app.rs Host callback and gui focus-loss cancellation tests
BO-0295	Stage	docked	multi_pointer_identity	ADAPTER	CLOSED_TEST	POINTER	Each direct or discrete interaction is owned by one pointerId and isPrimary; other pointers cannot move terminate or synthesize its click.	Stage and SurfaceCapture retain pointer id/isPrimary and reject foreign terminals
BO-0296	Stage	docked	click_target_integrity	ADAPTER	CLOSED_TEST	POINTER+HTML	A click is dispatched only when a valid primary down/up sequence belongs to the same enabled activation target.	Stage arms one primary pointer and capture owner before manipulation
BO-0297	Stage	docked	cmd_undo_redo	ADAPTER	CLOSED_TEST	PRODUCT	Cmd/Ctrl+Z and Shift+Cmd/Ctrl+Z cancel transient preview first and move exactly one Document history step; a text editor owns its local editing history.	ui/commands.rs preflight and gui repeated undo/redo tests
BO-0298	Stage	docked	cmd_duplicate	ADAPTER	CLOSED_STATIC	PRODUCT	Cmd/Ctrl+D duplicates the shared selected editable layers once and keeps the resulting copies selected.	ui/commands.rs duplicate_layers
BO-0299	Stage	docked	cmd_cut_copy_paste	ADAPTER	CLOSED_TEST	HTML+PRODUCT	Cmd/Ctrl+C X V act on the active selection domain, preserve typed identity, preflight transient state, and create one Undo boundary for Cut or Paste.	typed layer clipboard plus GUI copy-delete-paste one-Undo flow
BO-0300	Stage	docked	cmd_find	N_A	NONE_BY_DESIGN	PRODUCT	Stage has no accepted panel-local search collection; Cmd/Ctrl+F is not assigned until a concrete searchable domain exists.	Stage has no accepted panel-local search collection; Cmd/Ctrl+F is not assigned until a concrete searchable domain exists.
BO-0301	Stage	docked	resize_reflow	ADAPTER	CLOSED_STATIC	PRODUCT	Surface geometry recomputes from the actual viewport on resize without animating direct manipulation coordinates.	surface paint receives width height scale; direct motion token is zero
BO-0302	Stage	docked	reduced_motion	ADAPTER	CLOSED_TEST	REDUCED	The platform reduce-motion preference sets all decorative UI motion durations to zero while playback scrub and direct data motion remain functional.	ui/tokens.rs system_prefers_reduced_motion and token tests; applied in main and detached roots
BO-0303	Stage	docked	focus_visible	ADAPTER	CLOSED_STATIC	APG_KEYS	The focus proxy for the custom surface has a persistent visible indicator distinct from selection.	styles.css custom-surface focus and surface-stack focus-within rings
BO-0304	Stage	docked	ax_semantics	ADAPTER	CLOSED_TEST	APG_GRID+APG_KEYS	Only bounded visible canvas items become named focusable accessibility nodes with selected disabled and positional state.	bounded visible Stage layer option proxies expose name, selected, locked and position; GUI proxy test
BO-0305	Stage	docked	ax_actions	ADAPTER	CLOSED_TEST	APG_KEYS	Assistive actions focus select activate and adjust the same typed intents as pointer and keyboard for visible canvas items.	AccessKit Click on a Stage proxy follows the same Selection path in GUI test
BO-0306	Stage	docked	context_menu	ADAPTER	CLOSED_STATIC	APG_MENU+PRODUCT	Secondary click targets the concrete layer or key under the pointer, opens one menu, and Escape or outside click closes it without click-through.	ui/contracts.rs typed MenuTarget; ui/context_menu.rs; gui menu tests
BO-0307	Stage	detached	window_state_identity	ADAPTER	CLOSED_STATIC	PRODUCT	The same Document selection and panel semantic state survive dock detach reattach and sibling-window edits.	ui/session.rs Session plus ui/app.rs panel_body and wire_windows
BO-0308	Stage	detached	single_click_selection	ADAPTER	CLOSED_STATIC	PRODUCT	Clicking visible artwork replaces the shared layer selection; blank click clears it.	ui/stage_widget.rs hit_layer and Selection
BO-0309	Stage	detached	cmd_click_toggle	ADAPTER	CLOSED_STATIC	APG_GRID+PRODUCT	Primary-modifier click toggles one layer or key and keeps active and anchor deterministic.	ui/session.rs Selection plus surface click handlers
BO-0310	Stage	detached	shift_click_range	N_A	NONE_BY_DESIGN	PRODUCT	Stage objects overlap in two or three dimensions and have no user-visible linear order; rectangular marquee is the spatial range operation.	Stage objects overlap in two or three dimensions and have no user-visible linear order; rectangular marquee is the spatial range operation.
BO-0311	Stage	detached	shift_arrow_range	N_A	NONE_BY_DESIGN	PRODUCT	Stage arrows are time navigation or Alt-nudge; spatial range is marquee because no stable row order is shown.	Stage arrows are time navigation or Alt-nudge; spatial range is marquee because no stable row order is shown.
BO-0312	Stage	detached	marquee_range	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	Blank primary drag in selection mode draws a rectangle and selects intersecting visible unlocked layers; empty plain marquee clears selection.	stage_widget marquee direction/add/empty/cancel tests
BO-0313	Stage	detached	cmd_a	ADAPTER	CLOSED_STATIC	APG_GRID+PRODUCT	Outside text editing Cmd/Ctrl+A selects all Document layers; inside a text field the native editor owns Select All.	ui/functions/table.rs SelectAll plus ui/app.rs typing guard
BO-0314	Stage	detached	escape	ADAPTER	CLOSED_TEST	APG_KEYS+POINTER+PRODUCT	Escape cancels the innermost preview or gesture first, then clears the active selection on a later press.	ui/commands.rs cancel_interactions and gui repeated_escape tests
BO-0315	Stage	detached	delete	ADAPTER	CLOSED_STATIC	PRODUCT	Outside a text editor Delete removes the shared editable layer selection through one Document command; a text editor owns character deletion.	ui/commands.rs delete plus ui/app.rs typing guard
BO-0316	Stage	detached	enter_activation	ADAPTER	CLOSED_STATIC	PRODUCT	Enter opens rename for the active editable layer; it does not synthesize a pointer gesture.	ui/functions/table.rs Rename and ui/commands.rs
BO-0317	Stage	detached	double_click_activation	N_A	NONE_BY_DESIGN	PRODUCT	Stage has no single cross-layer double-click meaning; type-specific editing is entered through Inspector or an explicit tool.	Stage has no single cross-layer double-click meaning; type-specific editing is entered through Inspector or an explicit tool.
BO-0318	Stage	detached	arrow_navigation	ADAPTER	CLOSED_TEST	PRODUCT	Left/Right step time; Up/Down move active layer selection; Alt+arrows nudge artwork and Shift changes the step.	ui/functions/table.rs and gui view_zoom_and_extend_selection test
BO-0319	Stage	detached	home_end	ADAPTER	CLOSED_STATIC	PRODUCT	Home and End seek to composition start and end when no text editor or local composite owns the key.	ui/functions/table.rs and ui/commands.rs
BO-0320	Stage	detached	tab_forward	PASS	CLOSED_STATIC	HTML+APG_KEYS	Tab order moves to the next visible enabled focusable control in the single-panel window; hidden content and the absent dock strip are skipped.	pinned Blitz sequential focus navigation and real semantic controls
BO-0321	Stage	detached	shift_tab	PASS	CLOSED_STATIC	HTML+APG_KEYS	Tab order moves to the previous visible enabled focusable control in the single-panel window; hidden content and the absent dock strip are skipped.	pinned Blitz sequential focus navigation; gui shift_tab_goes_back test
BO-0322	Stage	detached	wheel_scroll	ADAPTER	CLOSED_TEST	PRODUCT	Plain wheel pans the view and primary-modifier wheel zooms about the pointer without changing Document geometry.	ui/stage_widget.rs and gui rolling_the_wheel_up test
BO-0323	Stage	detached	keyboard_scroll	N_A	NONE_BY_DESIGN	PRODUCT	Stage is a camera surface rather than a scroll container; keyboard view movement uses explicit pan zoom fit commands.	Stage is a camera surface rather than a scroll container; keyboard view movement uses explicit pan zoom fit commands.
BO-0324	Stage	detached	focus_reveal	ADAPTER	CLOSED_TEST	APG_KEYS	Keyboard selection has a bounded focus proxy that remains visible and represents the active canvas item.	SurfaceView focus proxy and GUI focus/name test
BO-0325	Stage	detached	outside_click	ADAPTER	CLOSED_STATIC	PRODUCT	Plain blank click clears shared layer and key selection; additive blank click preserves it.	ui/stage_widget.rs blank hit branch
BO-0326	Stage	detached	outside_release	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	Captured direct manipulation keeps receiving moves outside the element and commits or cancels exactly once on outside-window release.	SurfaceCapture relays matching outside terminal once; session and Stage tests
BO-0327	Stage	detached	pointer_cancel	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	pointercancel rolls back preview, clears local drag or marquee and shared capture, and emits no Document commit.	Stage matching cancel rolls back marquee and foreign cancel is ignored
BO-0328	Stage	detached	focus_loss	ADAPTER	CLOSED_TEST	POINTER+PRODUCT	Window focus loss cancels active preview or gesture, clears transients and held modifiers, and preserves committed Document state.	ui/app.rs Host callback and gui focus-loss cancellation tests
BO-0329	Stage	detached	multi_pointer_identity	ADAPTER	CLOSED_TEST	POINTER	Each direct or discrete interaction is owned by one pointerId and isPrimary; other pointers cannot move terminate or synthesize its click.	Stage and SurfaceCapture retain pointer id/isPrimary and reject foreign terminals
BO-0330	Stage	detached	click_target_integrity	ADAPTER	CLOSED_TEST	POINTER+HTML	A click is dispatched only when a valid primary down/up sequence belongs to the same enabled activation target.	Stage arms one primary pointer and capture owner before manipulation
